i,suite,case,N,DISK_SIZE,DISK_GEOMETRY,SIZE,DISK_SIM,SEED,FS,STEP,BLOCK_SIZE,BLOCK_COUNT,ORDER,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,57,114,57,0,114,3516,0,5566872,0.005906
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,59,118,59,0,118,3662,0,5798004,0.006826
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,56,323,56,0,2433,3095,0,4993610,0.005529
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,58,116,58,0,116,3592,0,5687184,0.005976
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,60,120,60,0,120,3739,0,5919898,0.006895
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,57,329,57,0,2479,3157,0,5093534,0.005600
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,59,118,59,0,118,3662,0,5798004,0.006049
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,61,122,61,0,122,3815,0,6040210,0.006967
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,58,338,58,0,2558,3224,0,5202688,0.005671
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,60,120,60,0,120,3739,0,5919898,0.006117
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,62,124,62,0,124,3891,0,6160522,0.007035
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,59,344,59,0,2604,3285,0,5301030,0.005738
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,61,122,61,0,122,3815,0,6040210,0.006186
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,63,126,63,0,126,3967,0,6280834,0.007107
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,60,355,60,0,2705,3352,0,5411064,0.005811
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,62,124,62,0,124,3891,0,6160522,0.006257
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,64,128,64,0,128,4049,0,6410638,0.007176
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,61,363,61,0,2773,3419,0,5519778,0.005879
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,63,126,63,0,126,3967,0,6280834,0.006326
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,65,130,65,0,130,4130,0,6538860,0.007245
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,62,373,62,0,2863,3481,0,5621462,0.005948
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,64,128,64,0,128,4049,0,6410638,0.006393
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,66,132,66,0,132,4211,0,6667082,0.007314
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,63,380,63,0,2920,3543,0,5721826,0.006017
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,65,130,65,0,130,4130,0,6538860,0.006462
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,67,134,67,0,134,4286,0,6785812,0.007384
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,64,389,64,0,2999,3610,0,5830980,0.006089
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,66,132,66,0,132,4211,0,6667082,0.006535
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,68,136,68,0,136,4362,0,6906124,0.007454
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,65,392,65,0,3012,3677,0,5937494,0.006158
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,67,134,67,0,134,4286,0,6785812,0.006606
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,69,138,69,0,138,4432,0,7016944,0.007524
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,66,398,66,0,3058,3734,0,6029508,0.006227
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,68,136,68,0,136,4362,0,6906124,0.006675
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,70,140,70,0,140,4503,0,7129346,0.007597
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,67,405,67,0,3115,3795,0,6128290,0.006301
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,69,138,69,0,138,4432,0,7016944,0.006749
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,71,142,71,0,142,4574,0,7241748,0.007668
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,68,414,68,0,3194,3862,0,6237444,0.006374
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,70,140,70,0,140,4503,0,7129346,0.006821
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,72,144,72,0,144,4651,0,7363642,0.007740
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,69,421,69,0,3251,3924,0,6337808,0.006444
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,71,142,71,0,142,4574,0,7241748,0.006890
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,73,146,73,0,146,4727,0,7483954,0.007808
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,70,429,70,0,3319,3986,0,6438612,0.006512
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,72,144,72,0,144,4651,0,7363642,0.006959
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,74,148,74,0,148,4803,0,7604266,0.007879
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,71,436,71,0,3376,4052,0,6545304,0.006585
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,73,146,73,0,146,4727,0,7483954,0.007033
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,75,150,75,0,150,4873,0,7715086,0.007952
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,72,444,72,0,3444,4114,0,6646108,0.006656
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,74,148,74,0,148,4803,0,7604266,0.007103
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,76,152,76,0,152,4950,0,7836980,0.008022
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,73,451,73,0,3501,4176,0,6746472,0.006725
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,75,150,75,0,150,4873,0,7715086,0.007172
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,77,154,77,0,154,5026,0,7957292,0.008095
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,74,459,74,0,3569,4243,0,6855186,0.006799
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,76,152,76,0,152,4950,0,7836980,0.007251
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,78,156,78,0,156,5102,0,8077604,0.008171
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,75,468,75,0,3648,4305,0,6956430,0.006877
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,77,154,77,0,154,5026,0,7957292,0.007326
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,79,158,79,0,158,5178,0,8197916,0.008245
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,76,476,76,0,3716,4367,0,7057234,0.006949
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,78,156,78,0,156,5102,0,8077604,0.007396
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,80,160,80,0,160,5260,0,8327720,0.008314
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,77,485,77,0,3795,4433,0,7164806,0.007018
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,79,158,79,0,158,5178,0,8197916,0.007467
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,81,162,81,0,162,5341,0,8455942,0.008388
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,78,492,78,0,3852,4500,0,7273080,0.007091
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,80,160,80,0,160,5260,0,8327720,0.007538
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,82,164,82,0,164,5422,0,8584164,0.008458
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,79,501,79,0,3931,4567,0,7382234,0.007164
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,81,162,81,0,162,5341,0,8455942,0.007610
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,83,166,83,0,166,5497,0,8702894,0.008529
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,80,511,80,0,4021,4634,0,7491828,0.007233
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,82,164,82,0,164,5422,0,8584164,0.007680
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,84,168,84,0,168,5573,0,8823206,0.008600
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,81,516,81,0,4056,4701,0,7599222,0.007304
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,83,166,83,0,166,5497,0,8702894,0.007752
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,85,170,85,0,170,5649,0,8943518,0.008673
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,82,523,82,0,4113,4772,0,7713824,0.007379
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,84,168,84,0,168,5573,0,8823206,0.007825
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,86,172,86,0,172,5725,0,9063830,0.008745
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,83,532,83,0,4192,4839,0,7822978,0.007451
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,85,170,85,0,170,5649,0,8943518,0.007897
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,87,174,87,0,174,5801,0,9184142,0.008816
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,84,539,84,0,4249,4901,0,7923342,0.007519
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,86,172,86,0,172,5725,0,9063830,0.007967
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,88,176,88,0,176,5883,0,9313946,0.008889
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,85,548,85,0,4328,4972,0,8038824,0.007598
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,87,174,87,0,174,5801,0,9184142,0.008046
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,89,178,89,0,178,5964,0,9442168,0.008965
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,86,557,86,0,4407,5039,0,8147978,0.007672
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,88,176,88,0,176,5883,0,9313946,0.008119
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,90,180,90,0,180,6045,0,9570390,0.009037
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,87,567,87,0,4497,5111,0,8265482,0.007741
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,89,178,89,0,178,5964,0,9442168,0.008208
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,91,182,91,0,182,6120,0,9689120,0.009130
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,88,576,88,0,4576,5178,0,8374636,0.007838
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,90,180,90,0,180,6045,0,9570390,0.008286
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,92,184,92,0,184,6202,0,9818924,0.009207
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,89,584,89,0,4644,5250,0,8491260,0.007912
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,91,182,91,0,182,6120,0,9689120,0.008361
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,93,186,93,0,186,6283,0,9947146,0.009280
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,90,591,90,0,4701,5312,0,8591624,0.007986
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,92,184,92,0,184,6202,0,9818924,0.008432
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,94,188,94,0,188,6364,0,10075368,0.009351
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,91,600,91,0,4780,5384,0,8708688,0.008054
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,93,186,93,0,186,6283,0,9947146,0.008531
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,95,190,95,0,190,6445,0,10203590,0.009445
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,92,609,92,0,4859,5451,0,8817842,0.008164
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,94,188,94,0,188,6364,0,10075368,0.008615
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,96,192,96,0,192,6532,0,10341304,0.009537
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,93,618,93,0,4938,5518,0,8926996,0.008259
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,95,190,95,0,190,6445,0,10203590,0.008708
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,97,194,97,0,194,6618,0,10477436,0.009628
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,94,627,94,0,5017,5585,0,9036150,0.008346
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,96,192,96,0,192,6532,0,10341304,0.008795
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,98,196,98,0,196,6704,0,10613568,0.009716
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,95,636,95,0,5096,5657,0,9153214,0.008428
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,97,194,97,0,194,6618,0,10477436,0.008880
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,99,198,99,0,198,6784,0,10740208,0.009801
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,96,646,96,0,5186,5729,0,9270718,0.008514
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,98,196,98,0,196,6704,0,10613568,0.008964
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,100,200,100,0,200,6865,0,10868430,0.009883
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,97,652,97,0,5232,5796,0,9378552,0.008598
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,99,198,99,0,198,6784,0,10740208,0.009046
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,101,202,101,0,202,6940,0,10987160,0.009965
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,98,656,98,0,5256,5863,0,9485506,0.008669
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,100,200,100,0,200,6865,0,10868430,0.009116
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,102,204,102,0,204,7016,0,11107472,0.010065
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,99,662,99,0,5302,5930,0,9593340,0.008794
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,101,202,101,0,202,6940,0,10987160,0.009233
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,103,206,103,0,206,7092,0,11227784,0.010167
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,100,671,100,0,5381,6002,0,9710404,0.008893
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,102,204,102,0,204,7016,0,11107472,0.009347
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,104,208,104,0,208,7174,0,11357588,0.010278
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,101,676,101,0,5416,6074,0,9825708,0.008999
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,103,206,103,0,206,7092,0,11227784,0.009448
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,105,210,105,0,210,7255,0,11485810,0.010384
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,102,686,102,0,5506,6141,0,9935302,0.009107
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,104,208,104,0,208,7174,0,11357588,0.009554
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,106,212,106,0,212,7336,0,11614032,0.010484
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,103,695,103,0,5585,6213,0,10052366,0.009191
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,105,210,105,0,210,7255,0,11485810,0.009637
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,107,214,107,0,214,7411,0,11732762,0.010563
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,104,704,104,0,5664,6280,0,10161520,0.009269
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,106,212,106,0,212,7336,0,11614032,0.009719
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,108,216,108,0,216,7493,0,11862566,0.010645
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,105,714,105,0,5754,6352,0,10279024,0.009350
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,107,214,107,0,214,7411,0,11732762,0.009801
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,109,218,109,0,218,7574,0,11990788,0.010728
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,106,725,106,0,5855,6429,0,10404878,0.009436
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,108,216,108,0,216,7493,0,11862566,0.009887
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,110,220,110,0,220,7655,0,12119010,0.010810
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,107,731,107,0,5901,6501,0,10520622,0.009519
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,109,218,109,0,218,7574,0,11990788,0.009994
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,111,222,111,0,222,7736,0,12247232,0.010919
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,108,743,108,0,6013,6578,0,10646916,0.009633
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,110,220,110,0,220,7655,0,12119010,0.010095
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,112,224,112,0,224,7823,0,12384946,0.011022
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,109,754,109,0,6114,6645,0,10756950,0.009732
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,111,222,111,0,222,7736,0,12247232,0.010185
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,113,226,113,0,226,7909,0,12521078,0.011108
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,110,764,110,0,6204,6722,0,10882364,0.009816
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,112,224,112,0,224,7823,0,12384946,0.010267
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,114,228,114,0,228,7995,0,12657210,0.011190
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,111,773,111,0,6283,6799,0,11007338,0.009897
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,113,226,113,0,226,7909,0,12521078,0.010349
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,115,230,115,0,230,8075,0,12783850,0.011271
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,112,781,112,0,6351,6866,0,11116052,0.009994
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,114,228,114,0,228,7995,0,12657210,0.010449
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,116,232,116,0,232,8156,0,12912072,0.011373
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,113,791,113,0,6441,6938,0,11233556,0.010082
